TotalWorkExperienceInYears,ExperienceYearsAtThisCompany,EmpEnvironmentSatisfaction,OverTime,EmpLastSalaryHikePercent,EmpWorkLifeBalance,ExperienceYearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,EducationBackground_Other,EmpDepartment_Development,EmpDepartment_Finance,EmpDepartment_Sales,EmpJobRole_Developer,EmpJobRole_Finance Manager,EmpJobRole_Manager,EmpJobRole_Research Scientist,EmpJobRole_Sales Executive,PerformanceRating
0.5714285714285714,0.05,3,1,13,1,1,0,0,False,False,False,False,False,False,False,True,False,3
0.14285714285714285,0.2,3,1,13,4,2,2,3,False,False,False,False,False,False,False,True,False,3
0.25,0.30000000000000004,3,0,15,2,2,0,2,True,False,False,False,False,False,False,False,False,3
0.03571428571428571,0.05,2,0,19,3,1,0,0,False,True,False,False,True,False,False,False,False,3
0.5357142857142857,0.05,4,1,22,3,0,0,0,True,False,False,False,False,False,False,True,False,4
0.10714285714285714,0.1,3,0,17,2,1,0,2,False,False,False,False,False,False,False,False,False,3
0.25,0.15000000000000002,3,0,14,3,2,1,2,False,False,False,False,False,False,False,False,False,3
0.39285714285714285,0.55,3,1,14,2,9,4,10,False,True,False,False,False,False,False,False,False,3
0.3571428571428571,0.25,4,0,13,2,10,1,8,False,False,False,True,False,False,False,False,True,3
0.03571428571428571,0.05,1,1,25,4,1,0,0,False,False,False,False,False,False,False,True,False,4
0.3571428571428571,0.15000000000000002,1,1,24,2,2,0,2,False,True,False,False,True,False,False,False,False,3
0.75,0.25,2,1,14,3,8,1,6,False,True,False,False,False,False,False,False,False,2
0.3214285714285714,0.45,1,1,24,3,7,0,6,False,True,False,False,True,False,False,False,False,4
0.3571428571428571,0.25,2,0,11,3,1,4,3,False,True,False,False,True,False,False,False,False,3
0.3571428571428571,0.05,3,0,19,3,1,0,0,False,True,False,False,True,False,False,False,False,3
0.5,0.0,2,1,12,3,0,0,0,False,False,False,True,False,False,False,False,True,3
0.3214285714285714,0.2,3,0,17,2,3,0,2,False,False,True,False,False,True,False,False,False,3
0.39285714285714285,0.15000000000000002,4,0,14,3,2,1,2,False,False,False,False,False,False,False,False,False,3
0.3214285714285714,0.4,1,0,14,2,7,0,7,False,False,False,True,False,False,False,False,True,3
0.46428571428571425,0.45,1,0,20,4,7,1,7,False,True,False,False,True,False,False,False,False,3
0.17857142857142855,0.0,2,0,12,3,0,0,0,False,False,False,True,False,False,False,False,True,3
0.5714285714285714,0.45,1,0,15,2,8,0,0,False,False,False,True,False,False,False,False,False,3
0.17857142857142855,0.25,4,0,11,3,2,0,2,False,False,False,True,False,False,False,False,True,3
0.3571428571428571,0.5,4,0,18,3,4,1,1,False,False,False,False,False,False,False,False,False,3
0.2857142857142857,0.30000000000000004,2,1,11,1,4,0,5,False,False,False,True,False,False,False,False,True,2
0.46428571428571425,0.2,4,0,18,3,1,1,2,False,True,False,False,False,False,False,False,False,3
0.14285714285714285,0.1,1,1,14,4,2,2,2,False,False,False,False,False,False,False,True,False,2
0.3214285714285714,0.45,2,0,22,2,8,1,8,False,False,False,True,False,False,False,False,True,2
0.03571428571428571,0.05,3,0,13,2,0,1,0,False,False,False,False,False,False,False,False,False,3
0.21428571428571427,0.30000000000000004,1,0,19,4,4,1,3,False,False,True,False,False,True,False,False,False,2
0.39285714285714285,0.35000000000000003,3,0,22,3,5,1,7,False,False,False,False,False,False,False,False,False,4
0.21428571428571427,0.25,3,0,23,3,4,0,4,False,True,False,False,False,False,False,False,False,4
0.7857142857142857,0.25,1,0,19,3,7,3,9,False,False,False,False,False,False,False,False,False,2
0.17857142857142855,0.15000000000000002,1,0,22,4,2,1,0,False,False,False,False,False,False,False,False,False,4
0.5714285714285714,0.75,3,0,14,3,13,2,8,False,False,False,True,False,False,False,False,True,3
0.3571428571428571,0.45,4,0,11,2,7,1,6,False,False,False,False,False,False,False,False,False,3
0.3571428571428571,0.45,4,0,13,2,5,1,6,False,False,True,False,False,True,False,False,False,3
0.21428571428571427,0.30000000000000004,2,0,13,4,2,1,2,False,False,False,False,False,False,False,False,False,2
0.21428571428571427,0.05,2,1,14,4,1,0,0,False,True,False,False,True,False,False,False,False,3
0.17857142857142855,0.0,4,1,14,3,0,0,0,True,False,False,True,False,False,False,False,True,3
0.21428571428571427,0.30000000000000004,3,1,11,3,4,0,3,False,False,False,True,False,False,False,False,True,3
0.21428571428571427,0.15000000000000002,1,0,15,3,2,0,2,False,False,False,True,False,False,False,False,True,3
0.25,0.05,3,0,11,3,1,0,0,False,True,False,False,True,False,False,False,False,3
0.5357142857142857,0.75,4,1,14,3,14,0,7,False,False,False,True,False,False,False,False,True,3
0.17857142857142855,0.25,4,1,17,4,3,2,0,False,True,False,False,True,False,False,False,False,3
0.3571428571428571,0.1,3,0,11,3,2,2,2,False,False,False,False,False,False,False,False,False,3
0.10714285714285714,0.15000000000000002,3,0,15,3,1,0,2,False,False,False,True,False,False,False,False,False,3
0.3214285714285714,0.4,2,0,19,3,3,0,7,False,False,False,False,False,False,False,False,False,3
0.9285714285714285,0.35000000000000003,4,0,18,3,7,4,7,False,False,False,False,False,False,False,False,False,3
0.14285714285714285,0.15000000000000002,3,1,12,3,2,0,2,False,False,False,True,False,False,False,False,True,3
0.6428571428571428,0.35000000000000003,1,0,13,3,7,1,7,False,False,False,False,False,False,False,True,False,2
0.46428571428571425,0.65,3,1,11,3,12,11,9,False,False,False,True,False,False,False,False,True,3
0.3571428571428571,0.5,1,0,17,3,9,0,9,False,False,False,False,False,False,False,False,False,3
0.3571428571428571,0.1,4,0,22,3,2,2,2,False,False,False,False,False,False,False,False,False,4
1.0,0.1,1,0,14,3,0,2,2,False,False,False,True,False,False,False,False,True,3
0.14285714285714285,0.2,3,0,12,3,3,1,1,False,False,False,False,False,False,False,True,False,3
0.2857142857142857,0.15000000000000002,1,0,18,3,2,0,2,False,False,False,False,False,False,False,False,False,3
0.3571428571428571,0.25,1,0,16,3,8,3,7,False,False,False,True,False,False,True,False,False,2
0.5357142857142857,0.15000000000000002,4,0,11,3,2,1,2,False,True,False,False,True,False,False,False,False,3
0.3571428571428571,0.25,3,1,13,3,3,4,3,False,False,False,False,False,False,False,False,False,3
0.5714285714285714,0.2,2,1,22,3,2,0,2,False,False,False,False,False,False,False,False,False,3
0.21428571428571427,0.30000000000000004,4,1,11,3,2,4,4,False,False,False,True,False,False,False,False,True,3
0.8571428571428571,0.9500000000000001,1,1,17,2,7,3,8,False,False,False,True,False,False,False,False,True,2
0.7142857142857142,0.15000000000000002,4,1,13,3,2,2,0,False,False,False,True,False,False,False,False,True,3
0.17857142857142855,0.1,3,1,19,2,2,0,0,False,False,False,True,False,False,False,False,True,3
0.03571428571428571,0.05,2,0,14,3,0,1,0,False,True,False,False,True,False,False,False,False,3
0.21428571428571427,0.1,2,0,15,3,2,2,2,False,False,False,True,False,False,False,False,True,2
0.2857142857142857,0.25,4,0,20,3,4,0,3,False,False,False,False,False,False,False,True,False,4
0.14285714285714285,0.15000000000000002,4,0,14,3,2,1,2,False,False,False,True,False,False,False,False,False,3
0.3571428571428571,0.05,4,1,13,2,0,0,0,False,False,False,True,False,False,True,False,False,3
0.14285714285714285,0.15000000000000002,4,0,22,3,2,1,2,False,False,False,True,False,False,False,False,True,4
0.17857142857142855,0.25,1,0,13,3,3,1,3,False,False,False,False,False,False,False,True,False,2
0.3571428571428571,0.5,1,0,12,3,8,7,7,False,False,False,False,False,False,False,False,False,2
0.21428571428571427,0.25,3,0,17,1,4,1,4,False,False,False,False,False,False,False,False,False,2
0.25,0.15000000000000002,4,0,11,2,2,1,2,False,False,False,False,False,False,False,False,False,3
0.17857142857142855,0.25,1,1,13,3,3,3,3,False,True,False,False,True,False,False,False,False,3
0.25,0.25,1,1,11,3,2,0,1,False,True,False,False,True,False,False,False,False,3
0.21428571428571427,0.30000000000000004,1,1,16,3,3,1,2,False,True,False,False,False,False,False,False,False,2
0.3214285714285714,0.4,1,0,12,4,4,7,1,False,False,False,True,False,False,False,False,True,2
0.3214285714285714,0.25,1,1,13,2,2,0,4,False,False,False,True,False,False,False,False,True,3
0.07142857142857142,0.1,3,0,13,2,2,0,2,False,False,False,True,False,False,False,False,False,3
0.14285714285714285,0.1,4,0,15,3,2,2,2,False,False,False,True,False,False,False,False,False,3
0.39285714285714285,0.55,4,0,13,1,8,3,10,False,False,False,True,False,False,False,False,True,2
0.3214285714285714,0.30000000000000004,3,0,15,2,3,0,1,False,False,False,True,False,False,False,False,True,3
0.46428571428571425,0.55,4,1,24,4,9,6,7,True,False,False,True,False,False,False,False,True,4
0.75,1.0,3,0,14,3,7,0,9,False,False,False,False,False,False,True,False,False,3
0.8214285714285714,0.25,3,1,13,4,14,13,5,False,False,False,True,False,False,False,False,True,3
0.3571428571428571,0.45,3,0,11,3,8,7,5,False,False,False,False,False,False,False,False,False,3
0.25,0.1,1,1,14,2,2,2,2,False,False,False,True,False,False,False,False,True,2
0.8571428571428571,0.25,4,0,11,3,17,4,7,False,False,False,False,False,False,True,False,False,3
0.2857142857142857,0.05,2,0,21,3,0,0,0,False,True,False,False,True,False,False,False,False,4
0.46428571428571425,0.55,4,0,15,2,7,1,7,False,False,False,True,False,False,False,False,True,3
0.6785714285714285,0.1,1,0,13,3,2,2,2,False,False,False,False,False,False,False,False,False,2
0.3214285714285714,0.15000000000000002,2,0,17,1,1,1,2,False,False,False,True,False,False,False,False,True,3
0.3571428571428571,0.5,2,0,12,2,7,1,9,False,False,False,False,False,False,False,False,False,2
0.14285714285714285,0.15000000000000002,4,0,12,3,0,0,2,False,True,False,False,True,False,False,False,False,3
0.3571428571428571,0.5,1,1,11,3,7,0,8,False,False,False,True,False,False,False,False,True,3
0.3571428571428571,0.5,2,0,16,3,7,0,7,False,False,False,True,False,False,False,False,True,3
0.21428571428571427,0.25,1,0,12,2,3,0,3,False,True,False,False,True,False,False,False,False,3
0.3571428571428571,0.5,3,0,11,2,7,1,1,False,True,False,False,True,False,False,False,False,3
0.75,0.15000000000000002,4,0,11,1,2,0,2,False,True,False,False,False,False,False,False,False,3
0.17857142857142855,0.2,4,0,14,3,3,0,3,False,False,False,True,False,False,False,False,True,3
0.2857142857142857,0.2,1,1,14,3,1,0,3,False,False,False,False,False,False,False,True,False,3
0.5,0.5,4,0,19,3,8,7,6,False,False,False,False,False,False,False,True,False,3
0.7857142857142857,0.9,2,0,16,3,16,11,8,False,False,False,True,False,False,True,False,False,2
0.42857142857142855,0.25,4,0,22,3,3,1,0,False,False,False,False,False,False,False,True,False,4
0.2857142857142857,0.25,4,0,12,3,4,1,3,False,False,False,True,False,False,False,False,True,3
0.03571428571428571,0.05,4,0,12,3,0,0,0,False,False,True,False,False,True,False,False,False,3
0.6428571428571428,0.5,4,1,12,3,9,6,9,False,True,False,False,True,False,False,False,False,3
0.75,0.25,4,1,13,3,6,2,8,False,False,False,False,False,False,False,False,False,3
0.7857142857142857,1.0,1,0,23,3,8,11,8,False,True,False,False,False,False,False,False,False,3
0.3214285714285714,0.25,3,0,15,1,3,1,4,False,True,False,False,False,False,False,False,False,3
0.25,0.25,4,0,14,4,4,2,2,False,True,False,False,False,False,False,False,False,3
0.3571428571428571,0.5,3,1,14,2,9,5,9,False,False,False,False,False,False,False,False,False,3
0.21428571428571427,0.15000000000000002,2,0,17,3,2,0,2,True,False,True,False,False,True,False,False,False,3
0.5714285714285714,0.65,1,0,11,3,9,1,12,False,False,False,True,False,False,False,False,True,2
0.5714285714285714,0.05,4,1,18,3,0,0,0,False,False,False,True,False,False,True,False,False,3
0.17857142857142855,0.25,1,0,22,3,4,0,2,False,False,False,False,False,False,False,False,False,3
0.5357142857142857,0.05,2,1,16,3,0,1,0,False,False,False,False,False,False,False,False,False,3
0.3571428571428571,0.2,4,0,14,3,3,1,3,True,False,False,False,False,False,False,True,False,3
0.14285714285714285,0.2,4,0,14,3,2,1,2,False,False,False,False,False,False,False,True,False,3
0.21428571428571427,0.25,4,1,14,2,4,0,2,False,False,False,False,False,False,False,False,False,3
0.25,0.35000000000000003,2,0,11,3,4,0,6,False,False,False,True,False,False,False,False,False,3
0.75,0.25,3,1,14,3,9,11,10,False,True,False,False,True,False,False,False,False,3
0.21428571428571427,0.2,1,0,13,2,3,0,1,False,True,False,False,True,False,False,False,False,3
0.5,0.0,4,1,17,3,0,0,0,False,False,False,False,False,False,False,False,False,3
0.2857142857142857,0.4,1,0,18,3,7,7,7,False,False,False,True,False,False,False,False,True,2
0.42857142857142855,0.4,1,0,22,4,3,0,7,False,False,False,True,False,False,False,False,True,4
0.03571428571428571,0.05,4,0,19,3,0,0,1,False,True,False,False,False,False,False,False,False,3
0.39285714285714285,0.5,4,0,11,3,9,0,8,False,False,False,False,False,False,False,False,False,3
0.7857142857142857,0.05,2,1,16,2,0,0,0,False,False,False,True,False,False,False,False,True,3
0.21428571428571427,0.25,1,1,17,3,2,0,3,False,False,False,True,False,False,False,False,True,3
0.46428571428571425,0.35000000000000003,2,1,20,1,7,4,5,False,False,False,True,False,False,False,False,False,2
0.8571428571428571,1.0,4,1,14,1,8,13,9,False,False,False,False,False,False,False,False,False,3
0.14285714285714285,0.2,3,0,12,3,3,0,3,False,False,False,False,False,False,False,False,False,3
0.42857142857142855,0.55,3,0,15,2,9,6,9,False,False,False,True,False,False,False,False,True,3
0.2857142857142857,0.0,3,0,11,2,0,0,0,False,False,False,False,False,False,False,False,False,3
0.25,0.35000000000000003,4,0,17,3,7,0,7,False,False,True,False,False,True,False,False,False,3
0.0,0.0,4,1,19,2,0,0,0,False,False,False,True,False,False,False,False,False,3
0.2857142857142857,0.1,2,1,14,3,1,2,2,False,True,False,False,False,False,False,False,False,3
0.42857142857142855,0.6000000000000001,3,0,23,3,8,3,7,False,True,False,False,True,False,False,False,False,4
0.21428571428571427,0.25,4,0,12,2,3,1,4,False,True,False,False,False,False,False,False,False,3
0.2857142857142857,0.4,2,1,13,3,7,7,1,False,True,False,False,True,False,False,False,False,3
0.3571428571428571,0.5,2,0,22,2,4,1,9,False,False,False,True,False,False,False,False,True,2
0.3571428571428571,0.25,1,1,18,4,7,15,12,False,False,False,True,False,False,True,False,False,2
0.25,0.35000000000000003,1,0,18,4,5,0,7,False,True,False,False,False,False,False,False,False,3
0.03571428571428571,0.0,2,0,15,3,0,0,0,False,True,False,False,True,False,False,False,False,3
0.10714285714285714,0.15000000000000002,3,1,14,3,1,0,2,False,False,False,False,False,False,False,True,False,3
0.07142857142857142,0.1,1,0,18,3,2,0,2,False,True,False,False,True,False,False,False,False,3
0.10714285714285714,0.1,3,1,16,3,2,2,2,False,True,False,False,True,False,False,False,False,3
0.3571428571428571,0.5,3,1,18,3,9,1,4,False,False,False,False,False,False,True,False,False,3
0.21428571428571427,0.25,3,1,12,2,3,2,3,False,False,False,False,False,False,False,True,False,3
0.03571428571428571,0.05,1,0,13,1,0,0,0,False,False,False,False,False,False,False,True,False,3
0.03571428571428571,0.05,4,0,19,2,0,0,0,True,False,False,False,False,False,False,False,False,3
0.25,0.30000000000000004,1,0,17,2,2,0,4,False,False,False,False,False,False,False,False,False,3
0.6071428571428571,0.05,3,0,14,4,0,0,0,False,True,False,False,False,False,False,False,False,3
0.5357142857142857,0.35000000000000003,3,0,18,4,7,6,4,False,False,False,False,False,False,False,False,False,3
0.21428571428571427,0.1,4,0,12,3,2,2,2,False,False,False,True,False,False,False,False,True,3
0.2857142857142857,0.4,3,0,24,3,7,3,7,False,True,False,False,True,False,False,False,False,4
0.3571428571428571,0.35000000000000003,4,0,14,3,3,7,7,False,False,False,False,False,False,True,False,False,3
0.3571428571428571,0.25,2,0,19,4,2,0,3,False,False,False,False,False,False,False,False,False,4
0.6428571428571428,0.55,1,0,20,3,9,0,9,False,False,False,False,False,False,False,False,False,3
0.25,0.1,3,1,12,3,2,2,2,False,True,False,False,True,False,False,False,False,3
0.3571428571428571,0.5,4,1,19,2,2,7,8,False,True,False,False,True,False,False,False,False,3
0.5357142857142857,0.05,2,0,13,3,0,0,0,False,False,False,True,False,False,False,False,True,3
0.3571428571428571,0.45,1,0,19,3,7,3,4,False,False,False,True,False,False,False,False,True,2
0.17857142857142855,0.25,4,1,23,3,2,3,0,False,False,False,False,False,False,False,True,False,4
0.07142857142857142,0.1,4,0,11,3,2,2,1,False,True,False,False,False,False,False,False,False,3
0.5357142857142857,0.6000000000000001,2,0,20,3,11,11,8,False,False,False,False,False,False,False,False,False,2
0.17857142857142855,0.2,4,0,11,3,2,1,3,False,True,False,False,False,False,False,False,False,3
0.46428571428571425,0.65,3,0,21,2,12,1,9,False,False,False,False,False,False,False,False,False,4
0.3214285714285714,0.30000000000000004,2,0,13,4,4,1,5,False,False,False,True,False,False,False,False,True,4
0.14285714285714285,0.2,2,1,22,2,3,0,2,False,False,False,True,False,False,False,False,False,3
0.9285714285714285,0.7000000000000001,2,0,20,3,9,1,12,False,False,False,False,False,False,False,False,False,2
0.6785714285714285,0.25,1,0,11,3,4,0,2,False,True,False,False,True,False,False,False,False,3
0.3571428571428571,0.05,3,1,14,4,0,0,0,False,True,False,False,True,False,False,False,False,3
0.3571428571428571,0.5,4,0,17,2,9,1,9,False,True,False,False,False,False,False,False,False,3
0.5714285714285714,0.1,2,1,18,2,2,2,2,False,False,False,False,False,False,False,False,False,2
0.3571428571428571,0.5,4,1,19,2,8,9,6,False,False,False,True,False,False,False,False,True,3
0.25,0.15000000000000002,3,1,12,3,2,1,1,False,False,True,False,False,True,False,False,False,3
0.21428571428571427,0.15000000000000002,4,0,16,3,2,1,2,False,True,False,False,False,False,False,False,False,3
0.39285714285714285,0.4,3,0,11,4,7,0,7,True,False,False,False,False,False,False,False,False,3
0.3571428571428571,0.5,4,0,14,3,9,0,9,False,False,False,False,False,False,False,False,False,3
0.5,0.5,4,0,11,1,9,9,8,False,False,False,False,False,False,False,False,False,2
0.10714285714285714,0.15000000000000002,3,0,11,3,2,1,2,False,False,False,True,False,False,False,False,False,3
0.3571428571428571,0.5,1,0,11,3,7,1,9,False,False,False,True,False,False,False,False,True,2
0.17857142857142855,0.25,2,0,20,1,1,0,3,False,True,False,False,False,False,False,False,False,3
0.14285714285714285,0.0,4,0,13,4,0,0,0,False,False,False,True,False,False,False,False,True,3
0.3571428571428571,0.25,2,1,12,2,3,13,8,False,True,False,False,True,False,False,False,False,3
0.3571428571428571,0.25,3,0,17,3,4,0,3,False,False,False,True,False,False,False,False,True,3
0.10714285714285714,0.1,3,0,14,3,1,2,1,False,True,False,False,True,False,False,False,False,3
0.3571428571428571,0.5,4,1,14,3,9,8,6,False,False,False,True,False,False,False,False,True,3
0.5714285714285714,0.8,2,0,11,3,15,1,10,False,False,True,False,False,True,False,False,False,2
0.21428571428571427,0.2,4,0,17,2,3,1,2,False,False,False,True,False,False,False,False,True,3
0.3214285714285714,0.45,2,0,21,3,8,5,8,False,False,False,True,False,False,False,False,False,2
0.3571428571428571,0.5,1,0,16,2,4,1,8,False,False,False,False,False,False,False,False,False,2
0.21428571428571427,0.2,3,0,18,3,3,1,2,False,False,False,True,False,False,False,False,False,3
0.3571428571428571,0.5,4,0,12,2,7,0,8,False,False,False,True,False,False,False,False,True,3
0.10714285714285714,0.0,4,1,20,3,0,0,0,False,True,False,False,True,False,False,False,False,4
0.46428571428571425,0.6000000000000001,2,0,24,2,9,2,8,False,False,False,False,False,False,False,True,False,2
0.7142857142857142,0.2,2,1,20,2,2,0,3,False,False,False,True,False,False,False,False,False,3
0.14285714285714285,0.1,4,0,22,1,2,2,2,False,True,False,False,False,False,False,False,False,3
0.14285714285714285,0.15000000000000002,3,1,22,3,2,1,2,False,True,False,False,True,False,False,False,False,4
0.9642857142857142,0.15000000000000002,1,1,20,2,2,0,2,False,False,False,False,False,False,False,False,False,3
0.5357142857142857,0.65,4,0,18,3,9,3,12,True,False,False,True,False,False,False,False,True,3
0.2857142857142857,0.1,1,0,13,1,2,2,2,False,False,False,True,False,False,False,False,True,2
0.21428571428571427,0.0,3,0,17,3,0,0,0,False,False,False,False,False,False,False,True,False,3
0.3571428571428571,0.1,4,0,14,3,2,1,2,False,True,False,False,True,False,False,False,False,3
0.3214285714285714,0.35000000000000003,4,0,18,1,7,1,7,False,True,False,False,False,False,False,False,False,3
0.75,0.25,2,0,14,2,8,12,8,False,False,False,True,False,False,True,False,False,2
0.9285714285714285,0.25,3,1,11,2,14,3,0,True,True,False,False,True,False,False,False,False,3
0.2857142857142857,0.15000000000000002,4,0,18,3,2,0,2,False,False,False,False,False,False,False,False,False,3
0.75,0.25,4,0,11,3,6,8,6,False,False,False,False,False,False,False,False,False,3
0.3571428571428571,0.5,1,0,23,3,9,7,7,False,False,False,True,False,False,True,False,False,2
0.21428571428571427,0.2,3,0,12,2,1,0,3,False,False,False,False,False,False,False,False,False,3
0.6071428571428571,0.15000000000000002,2,0,12,4,2,1,2,False,True,False,False,True,False,False,False,False,3
0.25,0.0,2,0,14,3,0,0,0,False,True,False,False,True,False,False,False,False,3
0.21428571428571427,0.15000000000000002,4,1,11,3,2,1,2,False,True,False,False,True,False,False,False,False,3
0.2857142857142857,0.4,3,0,14,2,6,1,7,False,False,False,False,False,False,False,False,False,3
0.3571428571428571,0.45,3,0,11,3,7,4,2,False,False,False,True,False,False,False,False,True,3
0.03571428571428571,0.05,3,0,13,2,0,0,0,False,False,False,False,False,False,False,True,False,3
0.03571428571428571,0.05,1,0,19,3,0,0,0,False,True,False,False,True,False,False,False,False,3
0.3571428571428571,1.0,1,0,14,2,6,4,17,False,False,False,True,False,False,True,False,False,3
0.3571428571428571,0.25,4,0,13,3,2,0,3,True,False,False,True,False,False,False,False,True,3
0.3571428571428571,0.15000000000000002,2,1,18,4,1,1,2,False,False,False,False,False,False,False,False,False,3
0.5,0.25,3,0,11,3,4,0,4,False,False,False,True,False,False,False,False,True,3
0.7857142857142857,0.8500000000000001,3,0,13,4,13,15,2,False,False,False,True,False,False,True,False,False,3
0.3214285714285714,0.25,3,0,12,2,3,1,3,False,True,False,False,True,False,False,False,False,3
0.03571428571428571,0.05,3,0,12,3,0,0,0,True,True,False,False,True,False,False,False,False,3
0.21428571428571427,0.25,2,0,21,2,3,0,0,False,False,True,False,False,True,False,False,False,3
0.3571428571428571,0.5,1,1,13,2,0,0,9,False,False,False,True,False,False,False,False,True,3
0.3214285714285714,0.25,3,0,15,2,4,0,3,False,False,False,False,False,False,False,False,False,3
0.17857142857142855,0.25,2,0,15,4,4,0,4,False,False,False,True,False,False,False,False,True,4
0.07142857142857142,0.1,4,1,12,3,2,2,2,False,False,False,False,False,False,False,False,False,3
1.0,0.4,1,1,19,2,3,0,7,False,True,False,False,False,False,False,False,False,3
0.3571428571428571,0.25,4,0,16,2,2,0,3,False,False,False,False,False,False,False,False,False,3
0.10714285714285714,0.15000000000000002,1,1,11,3,2,1,2,False,False,False,True,False,False,False,False,False,2
0.3571428571428571,0.4,4,1,13,3,7,4,7,False,True,False,False,False,False,False,False,False,3
0.0,0.0,4,0,12,3,0,0,0,False,False,False,True,False,False,False,False,False,3
0.3571428571428571,0.5,4,1,21,2,9,5,8,False,True,False,False,True,False,False,False,False,4
0.21428571428571427,0.1,3,0,15,2,2,2,2,False,True,False,False,False,False,False,False,False,3
0.3571428571428571,0.45,2,0,13,2,8,3,8,False,False,False,False,False,False,False,False,False,2
0.17857142857142855,0.2,4,1,20,2,2,2,3,False,True,False,False,True,False,False,False,False,4
0.9642857142857142,0.75,3,0,14,3,11,4,8,False,False,False,False,False,False,False,False,False,3
1.0,0.1,1,0,11,2,2,1,2,False,True,False,False,False,False,False,False,False,2
0.7857142857142857,0.5,3,0,11,3,7,0,8,False,False,False,False,False,False,False,False,False,3
0.14285714285714285,0.2,3,1,12,2,3,1,2,False,True,False,False,False,False,False,False,False,3
0.21428571428571427,0.30000000000000004,2,0,18,3,4,0,4,False,True,False,False,False,False,False,False,False,3
0.03571428571428571,0.05,4,0,13,3,0,0,0,False,True,False,False,False,False,False,False,False,3
0.10714285714285714,0.1,2,0,14,3,2,2,2,False,False,False,True,False,False,False,False,False,2
0.03571428571428571,0.05,3,1,17,3,1,0,0,False,False,True,False,False,True,False,False,False,3
0.3571428571428571,0.5,2,1,14,3,8,0,7,True,True,False,False,True,False,False,False,False,3
0.39285714285714285,0.45,2,0,15,3,8,0,8,False,True,False,False,False,False,False,False,False,3
0.2857142857142857,0.25,1,1,12,4,4,1,4,False,False,False,True,False,False,False,False,True,2
0.3214285714285714,0.35000000000000003,2,0,14,2,7,0,1,False,False,False,True,False,False,False,False,True,4
0.25,0.1,3,1,12,2,2,2,2,False,False,False,True,False,False,False,False,True,3
0.3571428571428571,1.0,4,0,19,2,7,12,7,False,False,False,False,False,False,False,False,False,3
0.42857142857142855,0.55,3,1,19,1,9,4,7,False,False,False,False,False,False,False,False,False,3
0.21428571428571427,0.25,1,1,16,3,3,1,4,False,False,False,True,False,False,False,False,False,3
0.25,0.30000000000000004,3,0,14,2,2,1,5,False,True,False,False,True,False,False,False,False,3
0.03571428571428571,0.05,3,0,15,3,0,0,0,False,False,False,True,False,False,False,False,False,3
0.17857142857142855,0.25,1,0,15,3,2,1,3,False,True,False,False,False,False,False,False,False,3
